comment_id,user_id,step_id,parent_comment_id,comment_time
666,4418135,25276,0,1434825828
667,1,23078,343,1434825915
668,4556233,25276,0,1434825942
669,4546139,25276,0,1434825986
670,4556048,25276,0,1434826020
671,3912442,25276,0,1434826032
672,4421718,25276,0,1434826089
675,4420751,20649,0,1434826259
676,4137974,25276,0,1434826497
677,1,22754,674,1434826589
678,4556265,25276,0,1434826610
679,4420751,25276,0,1434826613
682,4102098,25276,0,1434826729
684,4046936,25279,0,1434826924
685,3801541,20649,0,1434826942
687,4556153,25276,0,1434826989
688,4518981,25276,0,1434827010
689,4418135,22765,0,1434827095
691,3801541,25276,0,1434827109
692,3920358,23078,343,1434827192
693,4421775,22406,66,1434827216
694,4544080,21929,0,1434827322
696,4046936,25276,0,1434827374
697,1,22765,689,1434827541
698,4046936,25281,152,1434827557
699,4421775,22765,0,1434827602
701,3893413,25276,0,1434827655
704,1,22765,699,1434827802
705,4367504,25276,0,1434827826
707,4482665,25276,0,1434827865
709,4371614,21916,257,1434828010
711,4421775,22765,484,1434828104
712,4421775,22765,167,1434828148
713,3898052,25277,413,1434828154
714,4460646,23078,343,1434828202
715,4371614,21917,210,1434828266
716,4551864,25276,0,1434828291
717,3914658,25277,413,1434828491
719,4546339,25276,0,1434828533
720,4425221,25278,0,1434828537
721,4554819,23078,343,1434828557
722,4556373,25276,0,1434828601
723,4544094,25276,0,1434828620
724,3914658,25276,0,1434828723
726,3898052,22763,554,1434828890
727,4371614,22765,484,1434828934
728,3920358,23078,343,1434829029
730,1,22883,531,1434829074
731,3898052,22410,354,1434829215
732,4133589,25276,0,1434829298
733,1,23078,343,1434829300
734,4541408,25276,0,1434829317
735,3914658,22401,603,1434829349
741,4550946,22883,531,1434829857
743,4549544,25276,0,1434829902
744,4556520,20649,0,1434829903
749,4379627,25276,0,1434830075
750,4548356,25276,0,1434830076
751,4421775,22401,603,1434830117
752,4316473,23084,0,1434830165
753,4421775,22401,603,1434830243
755,4421718,23078,0,1434830311
757,4550946,22765,484,1434830369
759,4551864,22411,0,1434830419
760,4550946,22765,689,1434830464
761,3800531,23078,343,1434830628
762,4458478,20649,0,1434830645
763,4371614,22401,603,1434830722
764,4421775,22410,0,1434830881
765,4555956,22763,554,1434830913
766,4458478,25276,0,1434830958
768,4075847,22416,0,1434831056
769,4509008,25276,0,1434831104
770,1,22410,764,1434831143
771,3944579,25278,0,1434831150
772,3914658,22409,543,1434831210
773,3920358,23078,343,1434831216
775,3914658,22409,623,1434831313
776,1,23078,343,1434831354
777,3944579,25276,0,1434831391
779,4547356,25276,0,1434831760
780,3914658,22401,603,1434831804
782,1,25276,779,1434831888
784,3775095,25276,0,1434831902
786,3941257,25276,0,1434832255
787,3957470,25276,0,1434832314
791,3920358,23078,343,1434832372
792,3920358,23078,343,1434832454
795,4495611,25276,0,1434832657
797,4466063,25276,0,1434832681
801,4483764,23074,458,1434832910
802,4543823,25276,0,1434833124
803,4157564,25276,0,1434833138
804,4379627,22411,759,1434833327
805,4555338,22765,484,1434833330
808,3914658,21929,694,1434833592
809,4042251,25276,0,1434834174
811,3914658,22416,768,1434834290
814,3910674,22753,0,1434834588
815,4495611,22408,502,1434834842
817,1,22468,807,1434835022
818,4126335,25276,0,1434835063
819,3898038,22408,655,1434835134
820,4418135,22765,689,1434835236
821,3898052,25277,413,1434835326
822,3890871,25276,0,1434835398
823,3914658,22441,0,1434835454
824,4510034,25276,0,1434835488
826,1,23074,458,1434835720
827,4124405,25276,0,1434835885
828,3914658,23078,343,1434836107
829,4544188,25276,0,1434836238
831,1,23078,343,1434836424
832,4418135,21922,496,1434836459
833,1,23078,343,1434836487
835,3899831,22468,807,1434836809
836,1,22468,807,1434836836
837,3770227,25251,0,1434837028
838,3920358,23078,343,1434837241
839,3920358,23078,343,1434837260
840,1,23078,343,1434837324
841,4369926,25276,0,1434837392
843,1,22441,823,1434837833
850,4316473,22502,0,1434838803
851,4108888,23074,0,1434839567
852,4557102,25276,0,1434839597
853,4506703,22411,759,1434839629
856,4556591,22408,502,1434840203
858,4285070,25276,0,1434840216
860,4112986,25276,0,1434840677
861,4470533,25276,0,1434840815
862,4556289,25276,0,1434840953
863,4067987,25276,0,1434841946
864,4470533,21915,0,1434842073
868,4557142,25250,0,1434843237
869,4556982,25276,0,1434844452
871,4409064,25276,0,1434845945
876,4128407,25276,0,1434849532
878,4377559,25276,0,1434851073
879,3844491,25279,0,1434853374
880,4418839,25276,0,1434853475
882,4373214,25276,0,1434855987
884,4185824,20649,0,1434857131
885,4069803,22400,0,1434858503
886,4513893,25276,0,1434858597
890,4069803,22409,0,1434861139
892,4069803,22409,623,1434861659
893,4513159,25276,0,1434861694
894,3916427,23069,1,1434862273
895,3916427,23069,1,1434862388
897,4188030,25276,0,1434863776
899,4313366,25276,0,1434864441
900,3919473,25276,0,1434864550
903,4145525,25276,0,1434865468
905,3916427,23038,0,1434866034
907,4509928,20649,86,1434866444
908,4509928,20649,86,1434866577
909,4291414,25280,0,1434866950
910,4087023,25276,0,1434867036
911,4291414,25276,0,1434867136
912,4480357,25276,0,1434867850
913,4504172,25276,0,1434868083
914,4398945,25276,0,1434868635
919,4319986,25276,0,1434870029
920,4517345,25276,0,1434870117
921,4319986,25281,0,1434870211
922,4182300,25276,0,1434870299
923,4131625,25276,0,1434870675
924,4480304,23074,0,1434870788
925,4554891,22409,0,1434871119
926,4067873,25276,0,1434871520
928,4532422,22401,0,1434872290
929,4080749,25276,0,1434872302
930,4305401,25276,0,1434872498
932,4524131,25276,0,1434872989
936,4532422,22765,484,1434873332
938,1,22409,925,1434873587
939,4520279,25276,0,1434873622
940,4532422,22765,0,1434873645
941,4404551,25276,0,1434874068
942,4532422,22409,0,1434874286
943,4530497,25276,0,1434874477
944,4077140,20649,0,1434874557
946,4077140,25276,0,1434874756
948,4544636,25276,0,1434875723
951,4557860,25276,0,1434876151
952,4523711,25276,0,1434876257
953,4052060,25276,0,1434876673
954,3921286,25276,0,1434876892
955,3970730,25276,0,1434877041
956,4522714,25276,0,1434877515
958,4188126,25276,0,1434878093
959,4383289,25276,0,1434878111
960,4114599,22410,354,1434878334
961,3771193,25276,0,1434878665
963,4485196,25276,0,1434879217
967,3921350,25276,0,1434879717
971,4513137,25276,0,1434880151
975,4075847,22416,768,1434880483
976,4075847,22416,768,1434880506
978,4552260,25276,0,1434880645
980,4283346,25276,0,1434880814
981,3900026,25276,0,1434880827
982,4548145,25278,0,1434881177
983,4557558,25276,0,1434881249
985,4524846,25280,112,1434881339
986,1,22408,655,1434881407
988,4548145,25276,0,1434881641
989,4558149,25276,0,1434881697
993,1,22411,759,1434882041
994,4549724,25276,0,1434882066
996,4541515,25276,0,1434882528
1000,3914658,22416,768,1434883256
1001,4378499,25276,0,1434883400
1002,4558223,25276,0,1434883481
1003,4075847,22416,768,1434884013
1004,4391032,22411,759,1434884083
1005,4558243,25276,0,1434884088
1007,4075847,22416,768,1434884182
1008,4553943,25276,0,1434884218
1011,4493749,25276,0,1434884458
1013,3970730,21930,8,1434884665
1014,4371873,23074,851,1434884798
1017,4444778,25276,0,1434884960
1019,3992336,25276,0,1434885165
1020,4510035,25276,0,1434885432
1021,4297040,20649,0,1434885611
1022,4523251,25276,0,1434885657
1023,4373214,22763,0,1434885962
1024,4220058,25276,0,1434886057
1025,4520724,25276,0,1434886190
1026,4504423,25276,0,1434886367
1027,4129329,25276,0,1434886423
1031,3765442,25276,0,1434887012
1033,4532918,25276,0,1434887283
1034,4549173,25276,0,1434887416
1035,4520724,22765,0,1434887530
1037,4520724,25278,0,1434887759
1039,4548786,22498,0,1434888215
1043,4297040,25276,0,1434888574
1045,4558636,25276,0,1434888684
1046,4290325,23085,332,1434888787
1048,3765727,25278,1037,1434888887
1050,3765727,25278,982,1434888937
1051,4476415,23078,0,1434888978
1052,4446692,25276,0,1434889072
1054,4532441,25276,0,1434889405
1055,4069035,22411,0,1434889423
1057,4533321,25276,0,1434889774
1063,4544665,25276,0,1434890475
1064,4297238,25276,0,1434890629
1066,4533321,22409,979,1434890750
1067,3971599,25276,0,1434891070
1068,4433609,22470,0,1434891117
1069,4433609,22470,1068,1434891272
1070,4297040,22400,0,1434891671
1071,4558591,25276,0,1434892115
1072,4543513,25276,0,1434892144
1075,4111273,25234,0,1434892312
1076,3921350,23080,0,1434892418
1079,4444544,25276,0,1434892536
1080,4444544,25281,921,1434892579
1082,3939106,22441,0,1434892825
1085,3921350,23084,320,1434892999
1094,4557937,25276,0,1434893848
1095,3896932,25281,152,1434894151
1096,4319986,25281,921,1434894165
1098,3775752,25278,771,1434894582
1099,4424894,25276,0,1434894774
1100,4547079,25276,0,1434894815
1102,3953801,25276,0,1434895124
1103,4545125,25276,0,1434895145
1106,4520059,25276,0,1434895336
1107,4550752,25276,0,1434895431
1110,4554891,22771,0,1434895686
1112,4520246,25276,0,1434895743
1113,4311288,25276,0,1434895870
1114,3917325,23078,343,1434895923
1115,4558117,25276,0,1434895935
1116,4454036,25276,0,1434896001
1117,4328004,25276,0,1434896025
1118,4420478,25276,0,1434896041
1119,4420478,25276,0,1434896093
1120,4513371,25276,0,1434896102
1121,1,22409,979,1434896555
1122,4097153,25276,0,1434896602
1124,4018625,25276,0,1434896741
1125,3921350,23029,0,1434896871
1126,4554295,22513,0,1434896897
1129,4065822,25276,0,1434897301
1130,3907417,25234,0,1434897414
1131,4509385,23031,0,1434897497
1132,3921350,22753,0,1434897570
1133,4545800,25276,0,1434897919
1134,1,22753,1132,1434897972
1136,4519381,25276,0,1434898145
1138,3819724,25276,0,1434898601
1139,4372646,25276,0,1434898813
1141,4131890,25276,0,1434898932
1142,4551614,25276,0,1434899023
1143,4076075,25276,0,1434899041
1149,4504322,25276,0,1434900121
1150,4426910,25276,0,1434900187
1151,4512069,21930,0,1434900352
1156,4370820,25276,0,1434901120
1157,4203404,25276,0,1434901152
1160,3801541,23078,343,1434901370
1161,4018625,21930,8,1434901425
1164,4037054,25276,0,1434901562
1165,4511868,25276,0,1434901568
1169,1,25276,1002,1434902321
1170,4544549,25276,0,1434902411
1171,4514732,25276,0,1434902576
1173,4409349,25276,0,1434903307
1175,4517703,25276,0,1434903525
1177,4460646,23030,0,1434904045
1178,4543789,22411,0,1434904209
1179,4125008,25276,0,1434904232
1181,4550232,22401,0,1434904417
1182,4534135,25276,0,1434904813
1183,4534135,25276,0,1434904827
1185,4125008,22409,925,1434904932
1187,4081541,25276,0,1434905009
1189,3766168,25276,0,1434905396
1190,4515233,25276,0,1434905417
1191,4114599,25250,868,1434905428
1193,4556520,20649,0,1434905653
1194,4543181,22401,0,1434905674
1197,4364462,25276,0,1434905829
1202,4552051,25276,0,1434906758
1203,3930167,25276,0,1434906796
1206,4517719,25276,0,1434907130
1209,4534315,25276,0,1434907464
1210,3822546,25276,0,1434907645
1212,4560526,25276,0,1434907936
1214,4524102,25276,0,1434908029
1216,4371137,25276,0,1434908409
1218,4508986,25276,0,1434908608
1220,4557562,25276,0,1434908898
1221,4560408,25276,0,1434908975
1223,4340741,25276,0,1434909421
1227,4125008,22753,0,1434909576
1228,4514691,22771,1110,1434909605
1229,4125008,22753,0,1434909613
1231,4560431,25276,0,1434909799
1232,4536213,25276,0,1434909958
1234,4543739,25276,0,1434910000
1235,4479508,25276,0,1434910148
1236,4512431,20649,0,1434910434
1237,4512431,25276,0,1434910541
1239,4522603,25276,0,1434910907
1241,1,22498,1039,1434911083
1243,3944579,22408,502,1434911245
1245,4074583,25276,0,1434911421
1247,3835534,22470,0,1434911643
1249,3901960,25276,0,1434911935
1250,4312648,25276,0,1434912006
1252,4508663,25276,0,1434912048
1258,4137353,25276,0,1434912350
1259,4551993,25276,0,1434912414
1260,4553442,23030,1177,1434912448
1261,4556520,20649,0,1434912487
1263,4526535,25276,0,1434912740
1264,3895863,25276,0,1434912743
1265,1,25276,1264,1434912826
1266,3835534,22769,0,1434912904
1267,4080999,22410,0,1434912967
1268,4560206,25276,0,1434912974
1269,4556520,20649,1193,1434913299
1271,3835534,22495,0,1434913394
1273,3859955,25276,0,1434913970
1276,4550582,25276,0,1434914395
1277,1,22495,1271,1434914484
1278,4460646,23030,1177,1434914492
1280,4531459,25276,0,1434914675
1282,3835534,22495,1271,1434914881
1283,1,22495,1271,1434914965
1285,4560896,25276,0,1434915264
1286,4540754,25276,0,1434915420
1289,4517339,25277,0,1434915785
1291,4561320,25276,0,1434915906
1292,1,25277,1289,1434915914
1293,4561307,25276,0,1434916045
1294,4050774,25276,0,1434916100
1295,4126232,25276,0,1434916129
1297,4494112,25276,0,1434916349
1299,4540754,21919,0,1434916719
1301,4540729,25276,0,1434917103
1302,1,22513,1300,1434917218
1303,4061895,25162,0,1434917302
1305,3917324,25276,0,1434917615
1308,4543153,25276,0,1434918087
1309,4515259,25276,0,1434918202
1311,4545256,25276,0,1434918574
1314,4558002,25276,0,1434919187
1316,4473600,22753,0,1434919750
1317,3955471,22441,0,1434919860
1318,4561480,25276,0,1434919929
1319,4512542,25276,0,1434919935
1320,4560013,25276,0,1434920239
1321,4418135,23084,320,1434920245
1322,4561515,25276,0,1434920304
1323,4125008,23074,0,1434920407
1326,4125008,23074,1323,1434920526
1327,4158097,25276,0,1434920580
1328,3805280,25276,0,1434920628
1329,4189943,22768,1128,1434920814
1330,4442181,25276,0,1434920983
1331,4554678,23078,343,1434921071
1335,4069856,22416,768,1434922154
1336,4009727,20649,0,1434922176
1342,4476415,22751,244,1434922731
1346,4418135,23078,343,1434923620
1348,4418323,25276,0,1434924006
1352,4513224,25276,0,1434924777
1354,4539588,25276,0,1434925133
1355,4545017,25276,0,1434925185
1358,4561441,23074,0,1434926181
1359,4544089,25276,0,1434926638
1360,4131821,25276,0,1434927132
1361,3920593,25276,0,1434927417
1363,4387380,25276,0,1434927782
1364,4111401,25276,0,1434928027
1365,4533091,25276,0,1434928403
1366,4473224,22751,244,1434928930
1367,4534450,22765,0,1434929261
1377,4562087,25276,0,1434934893
1382,4317669,25276,0,1434944092
1383,3774467,25276,0,1434944266
1384,4297040,21917,210,1434945945
1385,4544202,25276,0,1434946496
1387,4562235,25276,0,1434947113
1392,4562235,22409,543,1434948503
1397,4562193,25276,0,1434950266
1400,4548145,25278,982,1434951738
1401,4562309,25276,0,1434951916
1402,4125897,25276,0,1434951954
1403,4096262,25276,0,1434952219
1404,4215409,25276,0,1434954381
1405,4549624,25276,0,1434954435
1407,4411929,22513,0,1434954542
1408,4371037,25276,0,1434955472
1409,4551274,23078,343,1434955926
1410,4562428,25276,0,1434956039
1411,3912705,25276,0,1434956693
1412,4473600,22513,1126,1434956727
1414,4554295,22513,1126,1434957339
1416,4452717,22768,0,1434957471
1417,4069803,21930,8,1434957593
1418,4511595,25276,0,1434957675
1423,1,23074,1323,1434958872
1424,4536696,25276,0,1434959392
1425,3959049,25276,0,1434959583
1426,3927485,25276,0,1434960000
1427,4473600,22502,0,1434960060
1428,4512046,25276,0,1434960159
1430,4411929,22410,354,1434960367
1432,3826099,25276,0,1434961288
1435,4411929,22751,244,1434962168
1438,4126232,23084,320,1434963055
1441,4559190,25276,0,1434963496
1442,1,23084,320,1434963661
1446,4486446,25276,0,1434964855
1452,4188057,25276,0,1434968036
1454,4126232,23078,343,1434968302
1456,4371155,25276,0,1434968360
1457,1,23078,343,1434968466
1458,4562309,22411,759,1434968488
1459,3970730,22468,0,1434968608
1461,4549408,23084,0,1434968744
1463,1,23084,1461,1434969173
1464,3765442,22763,554,1434969353
